We gratefully acknowledge the authors, originating and submitting laboratories of the sequences from GISAID’s EpiFlu™ Database on which this research is based. The list is detailed below.
All submitters of data may be contacted directly via www.gisaid.org
Accession ID	Virus name	Location	Collection date	Originating lab	Submitting lab	Authors
EPI_ISL_414508	hCoV-19/Germany/NRW-08/2020	Europe / Germany / North Rhine Westphalia / Heinsberg District	2020-02-27	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Duesseldorf	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Duesseldorf	Ortwin Adams, Marcel Andree, Alexander Dilthey, Torsten Feldt, Sandra Hauka, Torsten Houwaart, Björn-Erik Jensen, Detlef Kindgen-Milles, Malte Kohns Vasconcelos, Klaus Pfeffer, Tina Senff, Daniel Strelow, Jörg Timm, Andreas Walker, Tobias Wienemann
EPI_ISL_422129	hCoV-19/Wales/PHWC-267A5/2020	Europe / United Kingdom / Wales	2020-03-28	Wales Specialist Virology Centre	Public Health Wales Microbiology Cardiff	Catherine Moore, Johnathan Evans, Malorie Perry, Simon Cottrell, Alec Birchley, Alexander Adams, Amy Gaskin, Bree Gatica-Wilcox, Jason Coombes, Lauren Gilbert, Lee Graham, Nicole Pacchiarini, Sara Kumziene-Summerhayes, Sarah Taylor, Sophie Jones, Sara Rey, Matthew Bull, Joanne Watkins, Sally Corden, Tom Connor
EPI_ISL_422127	hCoV-19/Wales/PHWC-26699/2020	Europe / United Kingdom / Wales	2020-03-27	Wales Specialist Virology Centre	Public Health Wales Microbiology Cardiff	Catherine Moore, Johnathan Evans, Malorie Perry, Simon Cottrell, Alec Birchley, Alexander Adams, Amy Gaskin, Bree Gatica-Wilcox, Jason Coombes, Lauren Gilbert, Lee Graham, Nicole Pacchiarini, Sara Kumziene-Summerhayes, Sarah Taylor, Sophie Jones, Sara Rey, Matthew Bull, Joanne Watkins, Sally Corden, Tom Connor
EPI_ISL_422128	hCoV-19/Wales/PHWC-266A8/2020	Europe / United Kingdom / Wales	2020-03-27	Wales Specialist Virology Centre	Public Health Wales Microbiology Cardiff	Catherine Moore, Johnathan Evans, Malorie Perry, Simon Cottrell, Alec Birchley, Alexander Adams, Amy Gaskin, Bree Gatica-Wilcox, Jason Coombes, Lauren Gilbert, Lee Graham, Nicole Pacchiarini, Sara Kumziene-Summerhayes, Sarah Taylor, Sophie Jones, Sara Rey, Matthew Bull, Joanne Watkins, Sally Corden, Tom Connor
EPI_ISL_422125	hCoV-19/Wales/PHWC-27003/2020	Europe / United Kingdom / Wales	2020-03-28	Wales Specialist Virology Centre	Public Health Wales Microbiology Cardiff	Catherine Moore, Johnathan Evans, Malorie Perry, Simon Cottrell, Alec Birchley, Alexander Adams, Amy Gaskin, Bree Gatica-Wilcox, Jason Coombes, Lauren Gilbert, Lee Graham, Nicole Pacchiarini, Sara Kumziene-Summerhayes, Sarah Taylor, Sophie Jones, Sara Rey, Matthew Bull, Joanne Watkins, Sally Corden, Tom Connor
EPI_ISL_422126	hCoV-19/Wales/PHWC-267B4/2020	Europe / United Kingdom / Wales	2020-03-28	Wales Specialist Virology Centre	Public Health Wales Microbiology Cardiff	Catherine Moore, Johnathan Evans, Malorie Perry, Simon Cottrell, Alec Birchley, Alexander Adams, Amy Gaskin, Bree Gatica-Wilcox, Jason Coombes, Lauren Gilbert, Lee Graham, Nicole Pacchiarini, Sara Kumziene-Summerhayes, Sarah Taylor, Sophie Jones, Sara Rey, Matthew Bull, Joanne Watkins, Sally Corden, Tom Connor
EPI_ISL_422123	hCoV-19/Wales/PHWC-26FCB/2020	Europe / United Kingdom / Wales	2020-03-30	Wales Specialist Virology Centre	Public Health Wales Microbiology Cardiff	Catherine Moore, Johnathan Evans, Malorie Perry, Simon Cottrell, Alec Birchley, Alexander Adams, Amy Gaskin, Bree Gatica-Wilcox, Jason Coombes, Lauren Gilbert, Lee Graham, Nicole Pacchiarini, Sara Kumziene-Summerhayes, Sarah Taylor, Sophie Jones, Sara Rey, Matthew Bull, Joanne Watkins, Sally Corden, Tom Connor
EPI_ISL_422124	hCoV-19/Wales/PHWC-2715B/2020	Europe / United Kingdom / Wales	2020-03-29	Wales Specialist Virology Centre	Public Health Wales Microbiology Cardiff	Catherine Moore, Johnathan Evans, Malorie Perry, Simon Cottrell, Alec Birchley, Alexander Adams, Amy Gaskin, Bree Gatica-Wilcox, Jason Coombes, Lauren Gilbert, Lee Graham, Nicole Pacchiarini, Sara Kumziene-Summerhayes, Sarah Taylor, Sophie Jones, Sara Rey, Matthew Bull, Joanne Watkins, Sally Corden, Tom Connor
EPI_ISL_422121	hCoV-19/Wales/PHWC-26C97/2020	Europe / United Kingdom / Wales	2020-03-28	Wales Specialist Virology Centre	Public Health Wales Microbiology Cardiff	Catherine Moore, Johnathan Evans, Malorie Perry, Simon Cottrell, Alec Birchley, Alexander Adams, Amy Gaskin, Bree Gatica-Wilcox, Jason Coombes, Lauren Gilbert, Lee Graham, Nicole Pacchiarini, Sara Kumziene-Summerhayes, Sarah Taylor, Sophie Jones, Sara Rey, Matthew Bull, Joanne Watkins, Sally Corden, Tom Connor
EPI_ISL_422122	hCoV-19/Wales/PHWC-26E73/2020	Europe / United Kingdom / Wales	2020-03-30	Wales Specialist Virology Centre	Public Health Wales Microbiology Cardiff	Catherine Moore, Johnathan Evans, Malorie Perry, Simon Cottrell, Alec Birchley, Alexander Adams, Amy Gaskin, Bree Gatica-Wilcox, Jason Coombes, Lauren Gilbert, Lee Graham, Nicole Pacchiarini, Sara Kumziene-Summerhayes, Sarah Taylor, Sophie Jones, Sara Rey, Matthew Bull, Joanne Watkins, Sally Corden, Tom Connor
EPI_ISL_422120	hCoV-19/Wales/PHWC-26FBC/2020	Europe / United Kingdom / Wales	2020-03-30	Wales Specialist Virology Centre	Public Health Wales Microbiology Cardiff	Catherine Moore, Johnathan Evans, Malorie Perry, Simon Cottrell, Alec Birchley, Alexander Adams, Amy Gaskin, Bree Gatica-Wilcox, Jason Coombes, Lauren Gilbert, Lee Graham, Nicole Pacchiarini, Sara Kumziene-Summerhayes, Sarah Taylor, Sophie Jones, Sara Rey, Matthew Bull, Joanne Watkins, Sally Corden, Tom Connor
EPI_ISL_414501	hCoV-19/England/Sheff02/2020	Europe / United Kingdom / England / Yorkshire / Sheffield	2020-03-03	Virology Department, Sheffield Teaching Hospitals NHS Foundation Trust	Department of Infection, Immunity and Cardiovascular Disease, The Florey Institute,  The Medical School, University of Sheffield	Thushan de Silva, Matthew Parker, Matthew Wyles, Mehmet Yavuz, Mohammad Raza, Cariad Evans
EPI_ISL_414500	hCoV-19/England/Sheff01/2020	Europe / United Kingdom / England / Yorkshire / Sheffield	2020-03-04	Virology Department, Sheffield Teaching Hospitals NHS Foundation Trust	Department of Infection, Immunity and Cardiovascular Disease, The Florey Institute,  The Medical School, University of Sheffield	Thushan de Silva, Matthew Parker, Matthew Wyles, Mehmet Yavuz, Mohammad Raza, Cariad Evans
EPI_ISL_422118	hCoV-19/Wales/PHWC-25F9F/2020	Europe / United Kingdom / Wales	2020-03-25	Wales Specialist Virology Centre	Public Health Wales Microbiology Cardiff	Catherine Moore, Johnathan Evans, Malorie Perry, Simon Cottrell, Alec Birchley, Alexander Adams, Amy Gaskin, Bree Gatica-Wilcox, Jason Coombes, Lauren Gilbert, Lee Graham, Nicole Pacchiarini, Sara Kumziene-Summerhayes, Sarah Taylor, Sophie Jones, Sara Rey, Matthew Bull, Joanne Watkins, Sally Corden, Tom Connor
EPI_ISL_422119	hCoV-19/Wales/PHWC-26C5B/2020	Europe / United Kingdom / Wales	2020-03-27	Wales Specialist Virology Centre	Public Health Wales Microbiology Cardiff	Catherine Moore, Johnathan Evans, Malorie Perry, Simon Cottrell, Alec Birchley, Alexander Adams, Amy Gaskin, Bree Gatica-Wilcox, Jason Coombes, Lauren Gilbert, Lee Graham, Nicole Pacchiarini, Sara Kumziene-Summerhayes, Sarah Taylor, Sophie Jones, Sara Rey, Matthew Bull, Joanne Watkins, Sally Corden, Tom Connor
EPI_ISL_422116	hCoV-19/Wales/PHWC-25B04/2020	Europe / United Kingdom / Wales	2020-03-24	Wales Specialist Virology Centre	Public Health Wales Microbiology Cardiff	Catherine Moore, Johnathan Evans, Malorie Perry, Simon Cottrell, Alec Birchley, Alexander Adams, Amy Gaskin, Bree Gatica-Wilcox, Jason Coombes, Lauren Gilbert, Lee Graham, Nicole Pacchiarini, Sara Kumziene-Summerhayes, Sarah Taylor, Sophie Jones, Sara Rey, Matthew Bull, Joanne Watkins, Sally Corden, Tom Connor
EPI_ISL_422117	hCoV-19/Wales/PHWC-25F71/2020	Europe / United Kingdom / Wales	2020-03-25	Wales Specialist Virology Centre	Public Health Wales Microbiology Cardiff	Catherine Moore, Johnathan Evans, Malorie Perry, Simon Cottrell, Alec Birchley, Alexander Adams, Amy Gaskin, Bree Gatica-Wilcox, Jason Coombes, Lauren Gilbert, Lee Graham, Nicole Pacchiarini, Sara Kumziene-Summerhayes, Sarah Taylor, Sophie Jones, Sara Rey, Matthew Bull, Joanne Watkins, Sally Corden, Tom Connor
EPI_ISL_422158	hCoV-19/Wales/PHWC-266D5/2020	Europe / United Kingdom / Wales	2020-03-27	Wales Specialist Virology Centre	Public Health Wales Microbiology Cardiff	Catherine Moore, Johnathan Evans, Malorie Perry, Simon Cottrell, Alec Birchley, Alexander Adams, Amy Gaskin, Bree Gatica-Wilcox, Jason Coombes, Lauren Gilbert, Lee Graham, Nicole Pacchiarini, Sara Kumziene-Summerhayes, Sarah Taylor, Sophie Jones, Sara Rey, Matthew Bull, Joanne Watkins, Sally Corden, Tom Connor
EPI_ISL_422159	hCoV-19/Wales/PHWC-26E28/2020	Europe / United Kingdom / Wales	2020-03-29	Wales Specialist Virology Centre	Public Health Wales Microbiology Cardiff	Catherine Moore, Johnathan Evans, Malorie Perry, Simon Cottrell, Alec Birchley, Alexander Adams, Amy Gaskin, Bree Gatica-Wilcox, Jason Coombes, Lauren Gilbert, Lee Graham, Nicole Pacchiarini, Sara Kumziene-Summerhayes, Sarah Taylor, Sophie Jones, Sara Rey, Matthew Bull, Joanne Watkins, Sally Corden, Tom Connor
EPI_ISL_422156	hCoV-19/Wales/PHWC-26C88/2020	Europe / United Kingdom / Wales	2020-03-28	Wales Specialist Virology Centre	Public Health Wales Microbiology Cardiff	Catherine Moore, Johnathan Evans, Malorie Perry, Simon Cottrell, Alec Birchley, Alexander Adams, Amy Gaskin, Bree Gatica-Wilcox, Jason Coombes, Lauren Gilbert, Lee Graham, Nicole Pacchiarini, Sara Kumziene-Summerhayes, Sarah Taylor, Sophie Jones, Sara Rey, Matthew Bull, Joanne Watkins, Sally Corden, Tom Connor
EPI_ISL_422157	hCoV-19/Wales/PHWC-26787/2020	Europe / United Kingdom / Wales	2020-03-28	Wales Specialist Virology Centre	Public Health Wales Microbiology Cardiff	Catherine Moore, Johnathan Evans, Malorie Perry, Simon Cottrell, Alec Birchley, Alexander Adams, Amy Gaskin, Bree Gatica-Wilcox, Jason Coombes, Lauren Gilbert, Lee Graham, Nicole Pacchiarini, Sara Kumziene-Summerhayes, Sarah Taylor, Sophie Jones, Sara Rey, Matthew Bull, Joanne Watkins, Sally Corden, Tom Connor
EPI_ISL_422154	hCoV-19/Wales/PHWC-25C10/2020	Europe / United Kingdom / Wales	2020-03-25	Wales Specialist Virology Centre	Public Health Wales Microbiology Cardiff	Catherine Moore, Johnathan Evans, Malorie Perry, Simon Cottrell, Alec Birchley, Alexander Adams, Amy Gaskin, Bree Gatica-Wilcox, Jason Coombes, Lauren Gilbert, Lee Graham, Nicole Pacchiarini, Sara Kumziene-Summerhayes, Sarah Taylor, Sophie Jones, Sara Rey, Matthew Bull, Joanne Watkins, Sally Corden, Tom Connor
EPI_ISL_422155	hCoV-19/Wales/PHWC-2713D/2020	Europe / United Kingdom / Wales	2020-03-29	Wales Specialist Virology Centre	Public Health Wales Microbiology Cardiff	Catherine Moore, Johnathan Evans, Malorie Perry, Simon Cottrell, Alec Birchley, Alexander Adams, Amy Gaskin, Bree Gatica-Wilcox, Jason Coombes, Lauren Gilbert, Lee Graham, Nicole Pacchiarini, Sara Kumziene-Summerhayes, Sarah Taylor, Sophie Jones, Sara Rey, Matthew Bull, Joanne Watkins, Sally Corden, Tom Connor
EPI_ISL_422152	hCoV-19/Wales/PHWC-26FAD/2020	Europe / United Kingdom / Wales	2020-03-30	Wales Specialist Virology Centre	Public Health Wales Microbiology Cardiff	Catherine Moore, Johnathan Evans, Malorie Perry, Simon Cottrell, Alec Birchley, Alexander Adams, Amy Gaskin, Bree Gatica-Wilcox, Jason Coombes, Lauren Gilbert, Lee Graham, Nicole Pacchiarini, Sara Kumziene-Summerhayes, Sarah Taylor, Sophie Jones, Sara Rey, Matthew Bull, Joanne Watkins, Sally Corden, Tom Connor
EPI_ISL_422153	hCoV-19/Wales/PHWC-257C4/2020	Europe / United Kingdom / Wales	2020-03-24	Wales Specialist Virology Centre	Public Health Wales Microbiology Cardiff	Catherine Moore, Johnathan Evans, Malorie Perry, Simon Cottrell, Alec Birchley, Alexander Adams, Amy Gaskin, Bree Gatica-Wilcox, Jason Coombes, Lauren Gilbert, Lee Graham, Nicole Pacchiarini, Sara Kumziene-Summerhayes, Sarah Taylor, Sophie Jones, Sara Rey, Matthew Bull, Joanne Watkins, Sally Corden, Tom Connor
EPI_ISL_414530	hCoV-19/Netherlands/NoordBrabant_21/2020	Europe / Netherlands / Noord Brabant	2020-03-04	Dutch COVID-19 response team	Erasmus Medical Center	David Nieuwenhuijse, Bas Oude Munnink, Reina Sikkema, Claudia Schapendonk, Irina Chestakova, Anne van der Linden, Mark Pronk, Pascal Lexmond, Corien Swaan, Manon Haverkate, Madelief Mollers, Mart Stein, Sandra Kengne Kamga Mobou, Jeroen van Kampen, Jolanda Voermans, Aura Timen, Corine GeurtsvanKessel, Annemiek van der Eijk, Richard Molenkamp, Marion Koopmans, on behalf of the Dutch national COVID-19 response team.
EPI_ISL_422150	hCoV-19/Wales/PHWC-25E0B/2020	Europe / United Kingdom / Wales	2020-03-25	Wales Specialist Virology Centre	Public Health Wales Microbiology Cardiff	Catherine Moore, Johnathan Evans, Malorie Perry, Simon Cottrell, Alec Birchley, Alexander Adams, Amy Gaskin, Bree Gatica-Wilcox, Jason Coombes, Lauren Gilbert, Lee Graham, Nicole Pacchiarini, Sara Kumziene-Summerhayes, Sarah Taylor, Sophie Jones, Sara Rey, Matthew Bull, Joanne Watkins, Sally Corden, Tom Connor
EPI_ISL_422151	hCoV-19/Wales/PHWC-26C1F/2020	Europe / United Kingdom / Wales	2020-03-28	Wales Specialist Virology Centre	Public Health Wales Microbiology Cardiff	Catherine Moore, Johnathan Evans, Malorie Perry, Simon Cottrell, Alec Birchley, Alexander Adams, Amy Gaskin, Bree Gatica-Wilcox, Jason Coombes, Lauren Gilbert, Lee Graham, Nicole Pacchiarini, Sara Kumziene-Summerhayes, Sarah Taylor, Sophie Jones, Sara Rey, Matthew Bull, Joanne Watkins, Sally Corden, Tom Connor
EPI_ISL_414532	hCoV-19/Netherlands/NoordBrabant_23/2020	Europe / Netherlands / Noord Brabant	2020-03-05	Dutch COVID-19 response team	Erasmus Medical Center	David Nieuwenhuijse, Bas Oude Munnink, Reina Sikkema, Claudia Schapendonk, Irina Chestakova, Anne van der Linden, Mark Pronk, Pascal Lexmond, Corien Swaan, Manon Haverkate, Madelief Mollers, Mart Stein, Sandra Kengne Kamga Mobou, Jeroen van Kampen, Jolanda Voermans, Aura Timen, Corine GeurtsvanKessel, Annemiek van der Eijk, Richard Molenkamp, Marion Koopmans, on behalf of the Dutch national COVID-19 response team.
EPI_ISL_414531	hCoV-19/Netherlands/NoordBrabant_22/2020	Europe / Netherlands / Noord Brabant	2020-03-04	Dutch COVID-19 response team	Erasmus Medical Center	David Nieuwenhuijse, Bas Oude Munnink, Reina Sikkema, Claudia Schapendonk, Irina Chestakova, Anne van der Linden, Mark Pronk, Pascal Lexmond, Corien Swaan, Manon Haverkate, Madelief Mollers, Mart Stein, Sandra Kengne Kamga Mobou, Jeroen van Kampen, Jolanda Voermans, Aura Timen, Corine GeurtsvanKessel, Annemiek van der Eijk, Richard Molenkamp, Marion Koopmans, on behalf of the Dutch national COVID-19 response team.
EPI_ISL_414534	hCoV-19/Netherlands/NoordBrabant_25/2020	Europe / Netherlands / Noord Brabant	2020-03-06	Dutch COVID-19 response team	Erasmus Medical Center	David Nieuwenhuijse, Bas Oude Munnink, Reina Sikkema, Claudia Schapendonk, Irina Chestakova, Anne van der Linden, Mark Pronk, Pascal Lexmond, Corien Swaan, Manon Haverkate, Madelief Mollers, Mart Stein, Sandra Kengne Kamga Mobou, Jeroen van Kampen, Jolanda Voermans, Aura Timen, Corine GeurtsvanKessel, Annemiek van der Eijk, Richard Molenkamp, Marion Koopmans, on behalf of the Dutch national COVID-19 response team.
EPI_ISL_414536	hCoV-19/Netherlands/NoordBrabant_27/2020	Europe / Netherlands / Noord Brabant	2020-03-08	Dutch COVID-19 response team	Erasmus Medical Center	David Nieuwenhuijse, Bas Oude Munnink, Reina Sikkema, Claudia Schapendonk, Irina Chestakova, Anne van der Linden, Mark Pronk, Pascal Lexmond, Corien Swaan, Manon Haverkate, Madelief Mollers, Mart Stein, Sandra Kengne Kamga Mobou, Jeroen van Kampen, Jolanda Voermans, Aura Timen, Corine GeurtsvanKessel, Annemiek van der Eijk, Richard Molenkamp, Marion Koopmans, on behalf of the Dutch national COVID-19 response team.
EPI_ISL_414535	hCoV-19/Netherlands/NoordBrabant_26/2020	Europe / Netherlands / Noord Brabant	2020-03-06	Dutch COVID-19 response team	Erasmus Medical Center	David Nieuwenhuijse, Bas Oude Munnink, Reina Sikkema, Claudia Schapendonk, Irina Chestakova, Anne van der Linden, Mark Pronk, Pascal Lexmond, Corien Swaan, Manon Haverkate, Madelief Mollers, Mart Stein, Sandra Kengne Kamga Mobou, Jeroen van Kampen, Jolanda Voermans, Aura Timen, Corine GeurtsvanKessel, Annemiek van der Eijk, Richard Molenkamp, Marion Koopmans, on behalf of the Dutch national COVID-19 response team.
EPI_ISL_414527	hCoV-19/Hong Kong/VM20002493/2020	Asia / Hong Kong	2020-02-09	Hong Kong Department of Health	School of Public Health, The University of Hong Kong	Dominic N.C. Tsang, Daniel K.W. Chu, Leo L.M. Poon, Malik Peiris
EPI_ISL_414526	hCoV-19/England/201040141/2020	Europe / United Kingdom / England	2020-03-03	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano, Shahjahan Miah, Angie Lackenby, Omolola Akinbami, Tiina Talts, Leena Bhaw, Richard Myers, Steven Platt, Kirstin Edwards, Jonathan Hubb, Joanna Ellis, Maria Zambon
EPI_ISL_414529	hCoV-19/Netherlands/NoordBrabant_20/2020	Europe / Netherlands / Noord Brabant	2020-03-04	Dutch COVID-19 response team	Erasmus Medical Center	David Nieuwenhuijse, Bas Oude Munnink, Reina Sikkema, Claudia Schapendonk, Irina Chestakova, Anne van der Linden, Mark Pronk, Pascal Lexmond, Corien Swaan, Manon Haverkate, Madelief Mollers, Mart Stein, Sandra Kengne Kamga Mobou, Jeroen van Kampen, Jolanda Voermans, Aura Timen, Corine GeurtsvanKessel, Annemiek van der Eijk, Richard Molenkamp, Marion Koopmans, on behalf of the Dutch national COVID-19 response team.
EPI_ISL_414528	hCoV-19/Hong Kong/VM20002507/2020	Asia / Hong Kong	2020-02-10	Hong Kong Department of Health	School of Public Health, The University of Hong Kong	Dominic N.C. Tsang, Daniel K.W. Chu, Leo L.M. Poon, Malik Peiris
EPI_ISL_422149	hCoV-19/Wales/PHWC-26004/2020	Europe / United Kingdom / Wales	2020-03-25	Wales Specialist Virology Centre	Public Health Wales Microbiology Cardiff	Catherine Moore, Johnathan Evans, Malorie Perry, Simon Cottrell, Alec Birchley, Alexander Adams, Amy Gaskin, Bree Gatica-Wilcox, Jason Coombes, Lauren Gilbert, Lee Graham, Nicole Pacchiarini, Sara Kumziene-Summerhayes, Sarah Taylor, Sophie Jones, Sara Rey, Matthew Bull, Joanne Watkins, Sally Corden, Tom Connor
EPI_ISL_422147	hCoV-19/Wales/PHWC-2706D/2020	Europe / United Kingdom / Wales	2020-03-28	Wales Specialist Virology Centre	Public Health Wales Microbiology Cardiff	Catherine Moore, Johnathan Evans, Malorie Perry, Simon Cottrell, Alec Birchley, Alexander Adams, Amy Gaskin, Bree Gatica-Wilcox, Jason Coombes, Lauren Gilbert, Lee Graham, Nicole Pacchiarini, Sara Kumziene-Summerhayes, Sarah Taylor, Sophie Jones, Sara Rey, Matthew Bull, Joanne Watkins, Sally Corden, Tom Connor
EPI_ISL_422148	hCoV-19/Wales/PHWC-26BC7/2020	Europe / United Kingdom / Wales	2020-03-27	Wales Specialist Virology Centre	Public Health Wales Microbiology Cardiff	Catherine Moore, Johnathan Evans, Malorie Perry, Simon Cottrell, Alec Birchley, Alexander Adams, Amy Gaskin, Bree Gatica-Wilcox, Jason Coombes, Lauren Gilbert, Lee Graham, Nicole Pacchiarini, Sara Kumziene-Summerhayes, Sarah Taylor, Sophie Jones, Sara Rey, Matthew Bull, Joanne Watkins, Sally Corden, Tom Connor
EPI_ISL_422145	hCoV-19/Wales/PHWC-26EA0/2020	Europe / United Kingdom / Wales	2020-03-30	Wales Specialist Virology Centre	Public Health Wales Microbiology Cardiff	Catherine Moore, Johnathan Evans, Malorie Perry, Simon Cottrell, Alec Birchley, Alexander Adams, Amy Gaskin, Bree Gatica-Wilcox, Jason Coombes, Lauren Gilbert, Lee Graham, Nicole Pacchiarini, Sara Kumziene-Summerhayes, Sarah Taylor, Sophie Jones, Sara Rey, Matthew Bull, Joanne Watkins, Sally Corden, Tom Connor
EPI_ISL_422146	hCoV-19/Wales/PHWC-26D2B/2020	Europe / United Kingdom / Wales	2020-03-30	Wales Specialist Virology Centre	Public Health Wales Microbiology Cardiff	Catherine Moore, Johnathan Evans, Malorie Perry, Simon Cottrell, Alec Birchley, Alexander Adams, Amy Gaskin, Bree Gatica-Wilcox, Jason Coombes, Lauren Gilbert, Lee Graham, Nicole Pacchiarini, Sara Kumziene-Summerhayes, Sarah Taylor, Sophie Jones, Sara Rey, Matthew Bull, Joanne Watkins, Sally Corden, Tom Connor
EPI_ISL_422143	hCoV-19/Wales/PHWC-26E64/2020	Europe / United Kingdom / Wales	2020-03-29	Wales Specialist Virology Centre	Public Health Wales Microbiology Cardiff	Catherine Moore, Johnathan Evans, Malorie Perry, Simon Cottrell, Alec Birchley, Alexander Adams, Amy Gaskin, Bree Gatica-Wilcox, Jason Coombes, Lauren Gilbert, Lee Graham, Nicole Pacchiarini, Sara Kumziene-Summerhayes, Sarah Taylor, Sophie Jones, Sara Rey, Matthew Bull, Joanne Watkins, Sally Corden, Tom Connor
